row,offer_text,assigned_itemcode,assigned_itemname,label_provenance,final_verdict,replacement_itemcode,replacement_itemname,justification,verdict_source,adjudicator_verdict,adjudicator_note,n_superior_skus_found,skus_compared,label_defects,runtime_rule_defects,protein_inconsistency,pack_inconsistency,category_unreachable,multi_entity_offer
165,Alkabeers Tempura Chkn nuggets non spicy,CKNTMP,Tempura Chicken Nuggets Non Spicy,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'nonspicy', 'nugget', 'tempura']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
166,Al Kaber Taybat chicken Nuggets 3X1000GM,CKNTY,TAYEBAT CHICKEN NUGGETS 1 kg x 10 Pkts,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['3x1000gm']; name rank 2/237 (77.6).",deterministic,,,0,237,,,False,False,False,False
167,Al kbeer Taybat Chicken nuggets (1 kg),CKNTY,TAYEBAT CHICKEN NUGGETS 1 kg x 10 Pkts,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'nugget', 'taybat']) and introduces none the offer does not state; protein/family/variant compatible, pack compatible; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
168,Alkabheer chicken POP CORN,CKPC,CHICKEN POP-CORN,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'popcorn']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
169,AL-KABEEZ CHICKEN Pop Corn 750gm X 3,CKPCDA,CHICKEN POP-CORN 750 GMS,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['750gm']; name rank 3/237 (58.7).",deterministic,,,0,237,,,False,False,False,False
170,Alkabeers chicken popcorn,CKPCDA,CHICKEN POP-CORN 750 GMS,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'popcorn']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
171,AL KABBER AK PRO CHICKEN Strip Non spicy 30gm,CKPSAPR,AK PRO Plain Chicken Strips 30 g. 1 kg x 10,v2_synthetic_by_construction,INCORRECT,CKZSNSAPR,AK PRO Zing Chicken Strips Non Spicy 1 kg x 10,"CKZSNSAPR (AK PRO Zing Chicken Strips Non Spicy 1 kg x 10) is superior: covers strictly more of the offer's own wording (['chicken', 'nonspicy', 'pro', 'strip'] vs ['chicken', 'pro', 'strip']). Offer words covered by replacement=['chicken', 'nonspicy', 'pro', 'strip'] vs assigned=['chicken', 'pro', 'strip']; over-specific words replacement=3 vs assigned=1; name similarity 76.7 vs 61.1 (+15.6); protein=1 family=1 pack=INCOMPATIBLE; spec '1kg X 10pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,1,237,pack_incompatible,,False,True,False,False
172,Al Kabee A/K Pro Chiken Strip N/S,CKPSAPR,AK PRO Plain Chicken Strips 30 g. 1 kg x 10,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for ['kabee']; name rank 2/237 (64.3).",deterministic,,,0,237,,,False,False,False,False
173,AL KABBER Chckn Samosas,CKSA,12 CHICKEN SAMOSAS,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'samosa']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
174,Al kbeer Chicken samosas,CKSA,12 CHICKEN SAMOSAS,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'samosa']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,category_gate_unreachable,False,False,True,False
175,Alkabheer Chckn samosas,CKSAA,CHICKEN SAMOSAS BULK,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 1/237 (75.9).",deterministic,,,0,237,,,False,False,False,False
176,Alkabeers CHICKEN samosas,CKSAA,CHICKEN SAMOSAS BULK,v2_synthetic_by_construction,INCORRECT,CKSA,12 CHICKEN SAMOSAS,"CKSA (12 CHICKEN SAMOSAS) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'samosa'] vs assigned=['chicken', 'samosa']; over-specific words replacement=0 vs assigned=1; name similarity 92.1 vs 89.5 (+2.6); protein=1 family=1 pack=unknown; spec '240 Gms x 20 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,1,237,,category_gate_unreachable,False,False,True,False
177,Alkabheer AK PRO Chckn Samosa,CKSAPR,AK PRO CHICKEN SAMOSA,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'pro', 'samosa']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,,,0,237,,,False,False,False,False
178,Al Kaber AK Pro Chicken Samosas,CKSAPR,AK PRO CHICKEN SAMOSA,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"Assigned SKU carries rule defect(s) ['family_contradiction'], but no SKU among all 237 is objectively superior, so no replacement is justified.",deterministic,,,0,237,family_contradiction,category_gate_unreachable,False,False,True,False
179,Al Kabee Chiken nuggets,CKNA,CHICKEN NUGGETS BULK 1x5,v2_synthetic_by_construction,INCORRECT,CKN,CHICKEN NUGGETS,"CKN (CHICKEN NUGGETS) is superior: assigned SKU is over-specific: it adds 2 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'nugget'] vs assigned=['chicken', 'nugget']; over-specific words replacement=0 vs assigned=2; name similarity 81.3 vs 70.0 (+11.4); protein=1 family=1 pack=unknown; spec '270 Gms x 20 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,,,2,237,,,False,False,False,False
180,AL-KABEEZ CHICKEN Spring Roll,CKSR,8 CHICKEN SPRING ROLLS,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'roll', 'spring']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,VERIFIED_CORRECT,"Offer 'CHICKEN Spring Roll' matches CKSR (8 CHICKEN SPRING ROLLS) on product identity and protein; it is rank 1/237 on both name (84) and rule (61.9), with prot=1 fam=1 var=1 cat_ok=1. Contenders are either a different protein/filling (CCSRA cheese, name 74) or add unstated qualifiers (CKSRA BULK, CKSRP TWIN PROMO), so the plain retail chicken spring roll is the correct default.",0,237,,,False,False,False,False
181,Al Kabee Chicken Nuggts,CKNA,CHICKEN NUGGETS BULK 1x5,v2_synthetic_by_construction,INCORRECT,CKN,CHICKEN NUGGETS,"CKN (CHICKEN NUGGETS) is superior: assigned SKU is over-specific: it adds 2 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'nuggt'] vs assigned=['chicken', 'nuggt']; over-specific words replacement=0 vs assigned=2; name similarity 81.3 vs 71.4 (+9.9); protein=1 family=1 pack=unknown; spec '270 Gms x 20 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Offer 'Chicken Nuggts' states no size, sub-brand or pack format, while the assigned CKNA is the BULK 1kg x5 variant (name 71) and the plain retail CKN CHICKEN NUGGETS scores 81; the higher-scoring CKNK (83) is ruled out because it is the KRAZEE sub-brand which the offer never names. Assigned and best contender are the same product differing only in an unstated pack format, so the label is plausible but unresolvable.",2,237,,,False,False,False,False
182,Al Kaber Chkn Nuggts,CKN400,CHICKEN NUGGETS (400G),v2_synthetic_by_construction,INCORRECT,CKN,CHICKEN NUGGETS,"CKN (CHICKEN NUGGETS) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['chicken', 'nuggt'] vs assigned=['chicken', 'nuggt']; over-specific words replacement=0 vs assigned=1; name similarity 70.1 vs 59.0 (+11.1); protein=1 family=1 pack=unknown; spec '270 Gms x 20 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Offer 'Chkn Nuggts' gives no weight, sub-brand or promo cue, yet the assigned CKN400 (400G) ranks only 13/237 on name (59) behind the plain CKN (70) and eleven other nuggets SKUs that differ from it only by declared pack size. Product family (NUGGETS), protein and category all agree, so the assignment is defensible but the specific size is unsupported by the offer text.",2,237,,,False,False,False,False
183,Al kbeer Chiken stick,CKJS,JUMBO CHICKEN STICKS (BULK),v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"No SKU among all 237 is objectively superior, but the assigned SKU is not a clear winner: offer words unaccounted for []; name rank 2/237 (67.8).",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Offer 'Chiken stick' matches the STICKS & FINGERS family and chicken protein, but the assigned CKJS adds an unstated JUMBO variant and scores name 68 against plain CCKSB CHICKEN STICKS BULK at 72; both are 1kg x5 bulk chicken sticks. The 4-point delta is too weak to flip and no contender reaches the 85 threshold, so the label stands with low confidence over the plain-variant alternative.",0,237,,,False,False,False,False
184,Alkabheer Chckn Kibeh,CKK,CHICKEN KIBBEH 400,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'kibeh']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,VERIFIED_CORRECT,"Offer 'Chckn Kibeh' matches CKK CHICKEN KIBBEH 400 on product identity (KOFTA-KIBBEH-FELAFEL family) and protein; it is rank 1/237 on name (66) with prot=1 fam=1 cat_ok=1. The only other kibbeh SKU, CBK BEEF KIBBEH 400 (name 52, cat2=Meat), is excluded by the explicit chicken protein in the offer.",0,237,,,False,False,False,False
185,Alkaberer Chkn Kibeh,CKK,CHICKEN KIBBEH 400,v2_synthetic_by_construction,VERIFIED_CORRECT,,,"Assigned SKU accounts for every distinguishing word in the offer (['chicken', 'kibeh']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic,VERIFIED_CORRECT,"Same construction as the previous row: 'Chkn Kibeh' maps to CKK CHICKEN KIBBEH 400, rank 1/237 on name (62), 7 points clear of the next contender, with matching protein, family and category. The alternative kibbeh SKU CBK is beef, and all remaining contenders are burgers/fillets/fries, i.e. different product identities.",0,237,,,False,False,False,False
186,Alkaberer chicken BURGERS,CKKB,4 CHICKEN BURGERS,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"Assigned SKU accounts for every distinguishing word in the offer (['burger', 'chicken']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic+agent_downgrade,CORRECT_BUT_LOW_CONFIDENCE,"Offer 'chicken BURGERS' names no piece count or weight, and CKKB (4 CHICKEN BURGERS, name 89) is in an exact tie with CKKB8 (8 CHICKEN BURGERS, name 89) and near-tie with CKKB24 (86); all three are the same plain chicken burger product differing only in unstated pack count. Identity, protein and category all agree, so the choice is defensible but arbitrary among the tied retail packs.",0,237,,,False,False,False,False
187,AL-KABEEZ chicken Burgers,CKKB,4 CHICKEN BURGERS,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"Assigned SKU accounts for every distinguishing word in the offer (['burger', 'chicken']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic+agent_downgrade,CORRECT_BUT_LOW_CONFIDENCE,"Plain 'chicken Burgers' offer with no count, weight or sub-brand; assigned CKKB scores name 89, exactly tied with CKKB8 (89) and close to CKKB24 (86). The assigned SKU is a plain (non-breaded, non-Tayebat, non-AK PRO) chicken burger which correctly excludes the breaded/sub-brand contenders, but the specific 4-piece 200g pack is not evidenced by the offer.",0,237,,,False,False,False,False
188,Alkabheer CHICKEN burgers,CKKB100B,CHARGRILLED JUMBO CHICKEN BURGERS,v2_synthetic_by_construction,INCORRECT,CKKB,4 CHICKEN BURGERS,"CKKB (4 CHICKEN BURGERS) is superior: assigned SKU is over-specific: it adds 2 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['burger', 'chicken'] vs assigned=['burger', 'chicken']; over-specific words replacement=0 vs assigned=2; name similarity 89.0 vs 68.6 (+20.4); protein=1 family=1 pack=unknown; spec '200 Gms x 30 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Offer is plain 'CHICKEN burgers' with no prep or size cue, yet the assigned CKKB100B is CHARGRILLED JUMBO CHICKEN BURGERS - a distinct chargrilled/jumbo product line - scoring only name 68.6 (rank 11/237). The plain CKKB (4 CHICKEN BURGERS) scores 89, well above the 85 threshold, and matches the offer's product identity exactly without importing an unstated chargrilled prep or jumbo variant.",4,237,,,False,False,False,False
189,Al kbeer Chicken BURGERS,CKKB100B,CHARGRILLED JUMBO CHICKEN BURGERS,v2_synthetic_by_construction,INCORRECT,CKKB,4 CHICKEN BURGERS,"CKKB (4 CHICKEN BURGERS) is superior: assigned SKU is over-specific: it adds 2 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['burger', 'chicken'] vs assigned=['burger', 'chicken']; over-specific words replacement=0 vs assigned=2; name similarity 89.6 vs 72.5 (+17.1); protein=1 family=1 pack=unknown; spec '200 Gms x 30 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,INCORRECT,"Same defect as the preceding row: plain 'Chicken BURGERS' offer assigned to CKKB100B CHARGRILLED JUMBO CHICKEN BURGERS (name 72.5, rank 13/237) while plain CKKB and CKKB8 both score 90 and CKKB24 scores 87. CHARGRILLED prep and JUMBO variant are business-rule-distinct products that the offer text never mentions, so the plain 4-piece chicken burger SKU is objectively the better label.",4,237,,,False,False,False,False
190,Al Kaber CHICKEN burgers,CKKB24,24 CHICKEN BURGERS,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"Assigned SKU accounts for every distinguishing word in the offer (['burger', 'chicken']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic+agent_downgrade,CORRECT_BUT_LOW_CONFIDENCE,"Offer 'CHICKEN burgers' declares no piece count, so CKKB24 (24 CHICKEN BURGERS, 1.2kg x8, name 87) competes with CKKB and CKKB8 at name 90 - the same plain chicken burger product in different pack counts. Protein, family (BURGERS) and category agree and no breaded/sub-brand qualifier is wrongly imported, so the label is plausible but the 24-piece pack is unsupported.",0,237,,,False,False,False,False
191,AL KABBER Chckn BURGERS,CKKB24,24 CHICKEN BURGERS,v2_synthetic_by_construction,CORRECT_BUT_LOW_CONFIDENCE,,,"Assigned SKU accounts for every distinguishing word in the offer (['burger', 'chicken']) and introduces none the offer does not state; protein/family/variant compatible, pack unknown; no superior SKU exists among all 237.",deterministic+agent_downgrade,CORRECT_BUT_LOW_CONFIDENCE,"'Chckn BURGERS' gives no count or weight; assigned CKKB24 scores name 74.7 (rank 3/237) against CKKB/CKKB8 at 77 - a 2-point spread among identical plain chicken burger SKUs differing only in pack count. Same-product/unstated-size situation, so low confidence rather than a flip.",0,237,,,False,False,False,False
192,ALKABEEER Chckn Burgers,CKKB24A,24 CHICKEN BURGERS BULK,v2_synthetic_by_construction,INCORRECT,CKKB,4 CHICKEN BURGERS,"CKKB (4 CHICKEN BURGERS) is superior: assigned SKU is over-specific: it adds 1 word(s) the offer never states, the replacement adds none. Offer words covered by replacement=['burger', 'chicken'] vs assigned=['burger', 'chicken']; over-specific words replacement=0 vs assigned=1; name similarity 76.8 vs 71.6 (+5.2); protein=1 family=1 pack=unknown; spec '200 Gms x 30 Pkts'. All 237 master SKUs were compared before selecting this replacement.",deterministic,CORRECT_BUT_LOW_CONFIDENCE,"Offer 'Chckn Burgers' contains no BULK, count or weight token, while assigned CKKB24A is 24 CHICKEN BURGERS BULK (2kg x5, name 72) versus retail CKKB/CKKB8 at 77; it is nonetheless rank 1/237 on the runtime rule score (47.9). Same plain chicken burger product differing only in unstated pack format, and beef contenders (CBBO, CBBO24) are correctly excluded by protein.",3,237,,,False,False,False,False
